Anthrax, http://www.medicinenet.com/anthrax/article.htm
Diarrhea, http://www.medicinenet.com/diarrhea/page2.htm
Asthma, http://www.onhealth.com/asthma/page2.htm
Arthritis, http://www.onhealth.com/arthritis/article.htm
