emerging
re-emerging
emerged
re-emerged
sp. nov.
novel species
new species
novel strain
new strain
emergent clone
gen. nov.
novel virus strain
novel bacterium
a new [a-zA-Z0-9_-]*virus
a new [a-zA-Z0-9_-]*bacterium
a new zoonotic
first case
first known case
first known human case
first human case
first clinical case
first report
first documented
report of the first
reported for the first time
previously unreported
previously unknown
newly described
newly discovered
newly recognized
discovery of the first
a novel cause of
greater number of cases
